SANCII DE AREVALO, RODERICUS	<SANCHEZ DE ARÉVALO, RODRIGO>	Libellus de situ et descriptione Hispaniae
SANUTUS TORSELLUS [TORXELLUS], MARINUS	<SANUDO [TORSELLO], MARIN>	Conditiones Terrae Sanctae
SANUTUS TORSELLUS [TORXELLUS], MARINUS	<SANUDO [TORSELLO], MARIN>	Opus Terrae Sanctae
SANUTUS TORSELLUS [TORXELLUS], MARINUS	<SANUDO [TORSELLO], MARIN>	Liber secretorum fidelium Crucis
SAVONAROLA, MICHAEL	<SAVONAROLA, MICHELE>	De balneis et thermis naturalibus omnibus Italiae
SCILLACIUS, NICOLAUS	<SCILLACO, NICOLA>	De insulis Meridiani atque Indici maris nuper inventis
SCINTILLA, ENGELHARDUS	<FUNK [SCINTILLA], ENGELHARD>	Descriptio opidi patrii Suobacensis elegantissima (De laude patriae suae)
SIMEONIS, SIMON		Itinerarium in Terram Sanctam
SISGOREUS, GEORGIUS SIBENICENSIS	< SIZGORIC, JURAJ >	De situ Illyriae et civitate Sebenici
STELLA, ERASMUS	<STÜLER, ERASMUS>	De origine, vetustate, appellatione et regionibus Tubantinorum, Cygneorum, Libanothanorum, Misnensium, nec non Molbii fluminis descriptione
STROZZA [STROZZIUS], TITUS VESPASIANUS	<STROZZI, TITO VESPASIANO>	De situ ruris Pelosellae at victoria venatica Birrothi et de eius connubio
TEXTORIS, GUILLELMUS		Itinerarium Terrae Sanctae
THEODERICUS MONACHUS		Libellus de locis sanctis
THEODOSIUS ARCHIDIACONUS		De situ Terrae Sanctae
THIETMARUS MAGISTER DE MERSEBURG	< THIETMAR VON MERSEBURG>	Peregrinatio (Liber peregrinationis)
THOMAS FRIGIDI MONTIS	<TOMMASO DI MONTEFREDDO>	Liber de periculis et peregrinatione Margaritae sororis suae (Tractatus de locis et statu sancte terre Ierosolimitane) (Hodoeporicon et pericula Margaritae Iherosolimitanae) (Peregrinatio periculosa) (Vita et pericula Margaretae sororis suae)
TRAVERSARIUS, AMBROSIUS	<TRAVERSARI, AMBROGIO>	Hodoeporicon (Commentariola)
TREZENZONIUS	<TREZENZONIO>	De Solistitionis Insula Magna
TRIBBE, HENRICUS		Descriptio urbis et episcopatus Mindensis
TUDEBODUS, PETRUS	<TUDEBODE, PIETRO>	Historia de Hierosolymitano itinere
TÜRST TIGURINUS, CONRADUS		De situ Confoederatorum descriptio
VERGERIUS, PETRUS PAULUS [HISTRUS; IUSTINOPOLITANUS]	<VERGERIO, PIETRO PAOLO, IL VECCHIO>	De urbe Iustinopoli
WALTERUS DE ZIRIXSEE, GUILLELMUS		Descriptio de tota terra promissionis cum Hierusalem
WALTHERUS DE GUGLINGEN, PAULUS	<WALTER, PAULUS>	Itinerarium in Terram Sanctam et ad Sanctam Catharinam
WEY, GUILLELMUS		Itinerarium peregrinacionis ad sanctum Iacobum in Ispannya
WEY, GUILLELMUS		Itinerarium peregrinacionis ad sepulcrum sanctissimum
WEY, GUILLELMUS		Itinerarium secundum ad Terram Sanctam
WILBRANDUS OLDENBURGENSIS	<WILBRAND VAN OLDENBURG>	Itinerarium Terrae Sanctae
WOLFGANGUS DE STIRA		Itinerarium
WORCESTRIUS, GUILLELMUS	<WORCESTER, WILLIAM>	Itineraria
